id,file,model,scheme,run,alpha,item_idx,gsm8k_index,gold,old_score,new_score,old_parsed_answer,parsed_answer,eos,failure_flagged
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i12,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,12,132,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i20,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,20,198,320,0,1,,320,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i31,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,31,199,7500,0,1,,7500,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i34,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,34,55,14,0,1,,14,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i43,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,43,57,83,0,1,,83,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i53,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,53,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i61,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,61,138,105,0,1,,105,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i76,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,76,33,70,0,1,,70,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i79,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,79,64,300,0,1,,300,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i90,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,90,194,10,0,1,,10,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i94,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,94,22,7,0,1,,7,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i103,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,103,138,105,0,1,,105,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i112,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,112,33,70,0,1,,70,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i140,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,140,67,595,0,1,,595,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i141,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,141,181,160,0,1,,160,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i143,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,143,136,6,0,1,,6,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i152,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,152,188,50,0,1,,50,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i154,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,154,24,26,0,1,,26,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i164,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,164,167,16,0,1,,16,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i167,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,167,104,500,0,1,,500,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i187,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,187,21,14,0,1,,14,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i188,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,188,156,1400,0,1,,1400,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i192,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,192,31,80,0,1,,80,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a2.0|i193,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,2.0,193,31,80,0,1,,80,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i4,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,4,172,51,0,1,,51,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i10,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,10,103,140,0,1,,140,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i12,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,12,132,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i16,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,16,45,104,0,1,,104,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i20,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,20,198,320,0,1,,320,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i22,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,22,120,240,0,1,,240,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i31,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,31,199,7500,0,1,,7500,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i34,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,34,55,14,0,1,,14,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i36,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,36,184,25,0,1,,25,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i40,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,40,157,80,0,1,,80,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i43,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,43,57,83,0,1,,83,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i48,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,48,76,5,0,1,,5,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i49,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,49,157,80,0,1,,80,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i50,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,50,23,8,0,1,,8,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i53,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,53,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i55,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,55,169,120,0,1,,120,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i65,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,65,161,32,0,1,,32,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i69,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,69,117,360,0,1,,360,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i72,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,72,36,75,0,1,,75,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i76,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,76,33,70,0,1,,70,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i78,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,78,22,7,0,1,,7,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i81,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,81,42,26,0,1,,26,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i85,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,85,150,4,0,1,,4,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i88,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,88,185,30,0,1,,30,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i92,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,92,133,13,0,1,,13,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i94,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,94,22,7,0,1,,7,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i103,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,103,138,105,0,1,,105,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i116,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,116,116,42,0,1,,42,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i124,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,124,42,26,0,1,,26,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i125,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,125,70,7425,0,1,,7425,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i127,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,127,142,140,0,1,,140,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i130,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,130,149,16,0,1,,16,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i132,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,132,185,30,0,1,,30,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i135,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,135,120,240,0,1,,240,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i136,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,136,88,8000,0,1,,8000,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i140,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,140,67,595,0,1,,595,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i141,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,141,181,160,0,1,,160,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i152,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,152,188,50,0,1,,50,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i154,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,154,24,26,0,1,,26,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i166,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,166,135,40,0,1,,40,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i168,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,168,132,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i169,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,169,0,18,0,1,,18,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i175,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,175,132,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i188,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,188,156,1400,0,1,,1400,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i192,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,192,31,80,0,1,,80,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i193,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,193,31,80,0,1,,80,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714|a4.0|i197,SteerQuant_Meta-Llama-3-1-8B-Instruct_w8a16_bnb_int8_sentiment_L16_r3_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w8a16_bnb_int8,r3,4.0,197,98,5,0,1,,5,1,False
